order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
22528,3496,2026-03-02,442,3,241.61,724.83,Completed,2026-03-05
22529,6817,2026-01-17,96,5,23.66,118.30,Completed,2026-01-27
22530,7944,2026-07-26,430,2,56.40,112.80,Cancelled,
22531,1464,2025-06-20,174,1,322.66,322.66,Pending,
22532,7176,2025-06-16,325,2,100.53,201.06,Completed,2025-06-23
22533,5748,2026-07-19,62,1,22.23,22.23,Completed,2026-07-27
22534,1015,2024-03-28,263,1,102.55,102.55,Completed,2024-04-11
22535,6916,2026-08-14,341,2,232.17,464.34,Pending,2026-08-20
22536,9465,2023-12-30,498,1,399.86,399.86,Completed,2023-12-31
22537,2478,2026-02-10,494,3,375.14,1125.42,Cancelled,
22538,4548,2026-04-14,462,1,283.23,283.23,Completed,2026-04-28
22539,5703,2026-02-11,32,2,26.57,53.14,Completed,2026-02-19
22540,1355,2025-09-19,41,2,254.35,508.70,Pending,
22541,6235,2024-04-09,310,1,144.14,144.14,Completed,2024-04-12
22542,6380,2024-07-03,41,5,254.35,1271.75,Completed,2024-07-03
22543,3649,2025-02-06,152,1,185.18,185.18,Completed,2025-02-15
22544,8970,2026-03-14,379,3,359.72,1079.16,Pending,
22545,5735,2026-06-17,168,1,240.91,240.91,Completed,2026-06-19
22546,7499,2024-11-17,196,1,140.47,140.47,Cancelled,
22547,8609,2025-04-06,398,1,167.03,167.03,Completed,2025-04-06
22548,9554,2024-02-22,395,5,215.85,1079.25,Completed,2024-02-27
22549,4905,2026-07-08,106,2,203.63,407.26,Completed,2026-07-20
22550,5530,2026-04-21,73,2,273.63,547.26,Completed,2026-04-24
22551,7678,2023-01-14,443,1,168.67,168.67,Pending,2023-01-15
22552,8501,2026-07-04,454,4,436.76,1747.04,Completed,2026-07-18
22553,7591,2026-08-28,270,3,414.15,1242.45,Cancelled,
22554,9637,2024-09-20,39,5,39.14,195.70,Completed,2024-10-02
22555,1091,2025-08-03,305,10,106.27,1062.70,Pending,2025-08-09
22556,8847,2024-01-26,390,8,391.06,3128.48,Completed,2024-01-30
22557,2599,2025-04-20,140,4,446.57,1786.28,Completed,2025-05-01
22558,2063,2026-08-30,109,3,291.39,874.17,Cancelled,
22559,9324,2026-03-24,60,1,143.66,143.66,Completed,2026-04-07
22560,3465,2025-10-20,405,2,479.28,958.56,Completed,2025-10-22
22561,3365,2024-03-22,154,1,51.74,51.74,Completed,2024-04-02
22562,5861,2024-01-10,236,1,101.96,101.96,Pending,
22563,5353,2025-05-02,23,1,424.73,424.73,Cancelled,
22564,4829,2023-05-26,170,1,163.82,163.82,Completed,2023-05-29
22565,9824,2024-05-12,126,1,171.45,171.45,Completed,2024-05-23
22566,6716,2025-09-20,131,1,144.28,144.28,Cancelled,
22567,6417,2026-06-12,474,1,379.59,379.59,Completed,2026-06-16
22568,8065,2024-08-14,93,1,487.43,487.43,Completed,2024-08-26
22569,880,2026-07-11,429,5,101.62,508.10,Completed,2026-07-11
22570,2560,2026-06-07,183,1,480.61,480.61,Completed,2026-06-13
22571,4420,2024-01-13,192,2,248.82,497.64,Completed,2024-01-14
22572,5515,2023-02-02,27,1,438.36,438.36,Completed,2023-02-12
22573,3843,2025-01-26,201,1,494.66,494.66,Cancelled,
22574,2238,2025-01-24,179,3,27.85,83.55,Completed,2025-01-29
22575,2415,2025-02-09,361,5,106.38,531.90,Pending,
22576,5803,2025-08-05,120,1,132.20,132.20,Completed,2025-08-05
22577,8425,2025-03-05,482,8,287.56,2300.48,Pending,
22578,2240,2025-12-23,279,1,305.93,305.93,Completed,2026-01-06
22579,4508,2025-08-10,493,1,499.57,499.57,Pending,2025-08-12
22580,9176,2024-02-09,93,2,487.43,974.86,Completed,2024-02-18
22581,8886,2024-06-24,365,3,357.69,1073.07,Pending,2024-07-01
22582,8183,2025-11-27,60,3,143.66,430.98,Completed,2025-12-05
22583,1894,2025-10-06,321,2,179.31,358.62,Completed,2025-10-09
22584,235,2024-12-07,71,1,492.23,492.23,Completed,2024-12-07
22585,7755,2026-07-25,90,1,273.11,273.11,Completed,2026-08-08
22586,3511,2024-07-26,430,1,56.40,56.40,Completed,2024-08-05
22587,3815,2023-01-01,455,1,287.50,287.50,Completed,2023-01-08
22588,779,2025-05-15,371,2,194.13,388.26,Pending,2025-05-16
22589,1848,2025-02-21,484,4,37.71,150.84,Completed,2025-03-05
22590,3511,2025-08-01,465,2,433.98,867.96,Completed,2025-08-10
22591,7766,2024-11-22,176,5,376.87,1884.35,Completed,2024-12-04
22592,7919,2026-04-14,150,1,273.37,273.37,Cancelled,
22593,3784,2026-01-22,373,4,233.90,935.60,Completed,2026-02-03
22594,4848,2023-12-16,304,2,125.24,250.48,Completed,2023-12-26
22595,3796,2023-05-25,211,5,61.93,309.65,Completed,2023-05-27
22596,5064,2025-04-06,63,1,168.62,168.62,Pending,
22597,8036,2025-11-09,31,2,150.31,300.62,Cancelled,
22598,9342,2026-08-03,359,1,110.66,110.66,Cancelled,
22599,8129,2025-12-04,209,2,303.19,606.38,Completed,2025-12-13
22600,2752,2026-04-08,464,4,241.28,965.12,Completed,2026-04-21
22601,6815,2026-06-23,331,1,180.00,180.00,Completed,2026-07-02
22602,1128,2026-08-29,7,2,34.46,68.92,Completed,2026-09-11
22603,4082,2025-04-17,470,2,364.04,728.08,Completed,2025-04-23
22604,3223,2024-06-30,22,3,178.60,535.80,Completed,2024-07-01
22605,7842,2025-12-04,187,2,151.06,302.12,Pending,2025-12-07
22606,2370,2025-10-03,343,5,374.31,1871.55,Completed,2025-10-12
22607,9668,2024-07-10,140,6,446.57,2679.42,Completed,2024-07-11
22608,1508,2025-08-05,155,1,181.08,181.08,Completed,2025-08-06
22609,4940,2023-07-10,364,1,79.52,79.52,Completed,2023-07-14
22610,3354,2024-05-23,203,1,347.72,347.72,Completed,2024-05-25
22611,6560,2026-05-23,492,4,64.53,258.12,Completed,2026-06-06
22612,2812,2026-08-19,414,1,361.87,361.87,Completed,2026-08-22
22613,3971,2024-10-28,235,2,234.95,469.90,Completed,2024-11-03
22614,7808,2026-05-26,137,4,87.48,349.92,Completed,2026-06-09
22615,787,2024-01-17,38,1,309.17,309.17,Completed,2024-01-26
22616,9556,2026-06-15,5,1,110.62,110.62,Completed,2026-06-18
22617,9263,2024-02-22,416,3,112.45,337.35,Completed,2024-03-03
22618,2358,2026-08-11,409,1,165.37,165.37,Completed,2026-08-18
22619,7455,2026-05-27,334,1,276.62,276.62,Pending,2026-06-03
22620,5663,2025-05-30,408,2,181.18,362.36,Completed,2025-06-04
22621,5027,2026-08-02,392,1,402.09,402.09,Completed,2026-08-14
22622,1127,2026-05-24,480,3,303.97,911.91,Completed,2026-06-04
22623,8366,2025-12-28,73,1,273.63,273.63,Completed,2026-01-07
22624,1148,2026-04-20,493,2,499.57,999.14,Completed,2026-04-29
22625,4764,2026-08-08,86,3,493.35,1480.05,Completed,2026-08-20
22626,8772,2026-06-27,311,3,195.82,587.46,Completed,2026-07-01
22627,2559,2023-01-06,180,1,278.29,278.29,Pending,
22628,6902,2023-04-08,309,1,24.58,24.58,Completed,2023-04-18
22629,8494,2024-03-21,318,1,332.85,332.85,Completed,2024-04-03
22630,7146,2026-08-27,278,1,461.72,461.72,Completed,2026-09-01
22631,7570,2026-01-03,340,8,373.31,2986.48,Completed,2026-01-14
22632,5157,2025-09-24,304,1,125.24,125.24,Pending,
22633,1319,2026-07-16,296,10,473.50,4735.00,Completed,2026-07-23
22634,556,2026-05-18,395,1,215.85,215.85,Completed,2026-05-24
22635,2891,2026-07-30,458,2,211.38,422.76,Completed,2026-08-07
22636,3759,2026-01-25,235,3,234.95,704.85,Completed,2026-01-27
22637,8244,2025-11-11,10,1,188.16,188.16,Completed,2025-11-14
22638,5469,2024-12-20,79,10,153.21,1532.10,Cancelled,
22639,7483,2024-06-29,203,1,347.72,347.72,Pending,
22640,7674,2025-01-23,105,3,135.96,407.88,Completed,2025-01-29
22641,6732,2025-10-11,181,1,334.84,334.84,Completed,2025-10-11
22642,8039,2026-05-05,224,3,287.73,863.19,Completed,2026-05-06
22643,5974,2025-05-10,167,2,460.81,921.62,Completed,2025-05-12
22644,602,2023-03-29,463,5,326.88,1634.40,Completed,2023-03-29
22645,4785,2026-01-19,65,1,155.14,155.14,Completed,2026-01-29
22646,9931,2025-07-05,36,3,429.47,1288.41,Completed,2025-07-05
22647,6527,2026-04-07,421,3,451.43,1354.29,Completed,2026-04-08
22648,232,2026-05-28,372,4,299.94,1199.76,Completed,2026-06-09
22649,1434,2026-05-04,464,2,241.28,482.56,Completed,2026-05-07
22650,2120,2024-10-06,489,1,65.75,65.75,Completed,2024-10-08
22651,4700,2026-01-08,142,5,328.24,1641.20,Completed,2026-01-11
22652,1454,2025-11-30,167,6,460.81,2764.86,Pending,
22653,5282,2026-03-30,378,2,298.56,597.12,Pending,
22654,1438,2026-06-02,350,2,195.69,391.38,Cancelled,
22655,6120,2026-07-25,117,2,271.01,542.02,Completed,2026-07-25
22656,2335,2025-09-16,108,1,327.24,327.24,Cancelled,
22657,8084,2025-05-29,162,2,16.04,32.08,Completed,2025-05-29
22658,8323,2026-08-16,75,1,203.22,203.22,Completed,2026-08-24
22659,8999,2026-08-26,27,1,438.36,438.36,Pending,2026-09-02
22660,417,2025-04-09,141,1,432.96,432.96,Completed,2025-04-22
22661,8764,2026-06-01,213,1,442.02,442.02,Completed,2026-06-09
22662,3344,2026-05-05,23,1,424.73,424.73,Pending,2026-05-08
22663,680,2024-05-19,349,1,121.19,121.19,Completed,2024-05-31
22664,497,2025-11-19,244,2,301.24,602.48,Pending,2025-11-20
22665,6517,2026-07-31,30,1,153.24,153.24,Pending,
22666,9503,2024-05-01,233,2,349.37,698.74,Completed,2024-05-11
22667,6125,2026-04-19,273,1,62.09,62.09,Pending,
22668,6453,2026-01-22,100,2,40.12,80.24,Cancelled,
22669,6100,2026-06-02,386,2,469.70,939.40,Completed,2026-06-06
22670,8918,2024-02-15,388,3,222.43,667.29,Completed,2024-02-22
22671,1731,2026-06-25,331,3,180.00,540.00,Completed,2026-06-27
22672,1753,2025-06-02,161,3,223.56,670.68,Completed,2025-06-07
22673,7519,2026-08-26,67,2,223.01,446.02,Completed,2026-09-02
22674,7799,2025-08-08,374,3,482.99,1448.97,Completed,2025-08-10
22675,40,2023-03-03,115,2,477.89,955.78,Completed,2023-03-14
22676,4485,2025-01-23,487,1,242.20,242.20,Completed,2025-01-24
22677,1937,2024-03-09,258,4,192.72,770.88,Pending,2024-03-12
22678,4826,2026-06-19,181,2,334.84,669.68,Pending,2026-06-24
22679,9794,2026-02-23,460,1,61.53,61.53,Completed,2026-02-24
22680,543,2026-04-29,421,2,451.43,902.86,Completed,2026-05-13
22681,3469,2025-09-21,123,3,469.99,1409.97,Completed,2025-09-21
22682,9350,2025-02-27,53,1,369.45,369.45,Completed,2025-03-13
22683,1325,2026-08-03,232,3,63.74,191.22,Completed,2026-08-05
22684,7648,2026-06-06,138,1,359.87,359.87,Completed,2026-06-20
22685,246,2025-11-06,302,1,274.31,274.31,Completed,2025-11-20
22686,6979,2025-07-27,20,2,13.51,27.02,Cancelled,
22687,8949,2026-04-13,423,2,213.52,427.04,Completed,2026-04-27
22688,7917,2023-03-27,80,1,53.71,53.71,Pending,
22689,6676,2026-07-28,425,1,369.54,369.54,Pending,
22690,5411,2025-07-09,360,3,424.57,1273.71,Completed,2025-07-16
22691,4275,2023-09-26,263,5,102.55,512.75,Completed,2023-10-10
22692,2504,2023-11-28,310,2,144.14,288.28,Completed,2023-12-02
22693,4277,2025-03-02,296,2,473.50,947.00,Completed,2025-03-07
22694,6415,2024-06-12,108,2,327.24,654.48,Cancelled,
22695,7726,2026-05-06,2,2,363.40,726.80,Completed,2026-05-08
22696,7647,2023-12-22,494,1,375.14,375.14,Completed,2024-01-02
22697,9236,2025-02-22,169,1,452.81,452.81,Completed,2025-03-05
22698,8561,2023-02-08,389,1,480.85,480.85,Pending,
22699,1219,2024-07-08,63,3,168.62,505.86,Completed,2024-07-22
22700,1817,2026-07-21,486,1,92.44,92.44,Completed,2026-07-25
22701,1612,2026-02-25,414,4,361.87,1447.48,Completed,2026-03-08
22702,4281,2023-06-09,139,2,217.22,434.44,Completed,2023-06-15
22703,7549,2026-02-25,155,3,181.08,543.24,Completed,2026-03-07
22704,7256,2026-03-12,130,5,412.98,2064.90,Completed,2026-03-19
22705,5550,2025-03-22,189,8,69.68,557.44,Pending,
22706,6886,2026-08-08,151,1,430.47,430.47,Pending,
22707,4069,2025-12-28,440,1,253.05,253.05,Completed,2025-12-30
22708,8312,2026-08-07,164,1,355.70,355.70,Completed,2026-08-19
22709,1850,2023-11-07,203,2,347.72,695.44,Pending,2023-11-13
22710,7676,2025-10-29,279,1,305.93,305.93,Completed,2025-10-30
22711,8031,2024-07-31,254,5,107.53,537.65,Pending,
22712,8654,2025-11-07,179,2,27.85,55.70,Pending,
22713,5516,2026-08-31,84,2,310.49,620.98,Completed,2026-09-01
22714,5755,2025-04-26,202,1,77.45,77.45,Completed,2025-05-06
22715,2916,2024-04-08,431,2,134.14,268.28,Completed,2024-04-22
22716,9220,2025-03-07,49,5,91.76,458.80,Cancelled,
22717,828,2026-02-20,51,3,234.71,704.13,Completed,2026-03-05
22718,993,2023-12-30,116,1,429.28,429.28,Completed,2023-12-30
22719,8331,2026-05-25,313,3,228.93,686.79,Completed,2026-05-25
22720,2666,2026-08-30,344,1,39.25,39.25,Pending,2026-09-04
22721,9657,2026-03-21,496,1,71.83,71.83,Completed,2026-03-23
22722,6964,2025-10-13,408,1,181.18,181.18,Completed,2025-10-13
22723,3479,2026-02-09,99,3,282.26,846.78,Pending,2026-02-12
22724,3139,2026-05-16,456,1,467.20,467.20,Completed,2026-05-20
22725,9709,2023-06-10,396,1,491.77,491.77,Completed,2023-06-16
22726,2976,2026-05-13,394,1,241.68,241.68,Completed,2026-05-19
22727,233,2026-07-06,254,3,107.53,322.59,Completed,2026-07-08
22728,5204,2025-03-09,260,1,280.36,280.36,Completed,2025-03-09
22729,9358,2026-04-12,176,1,376.87,376.87,Completed,2026-04-17
22730,419,2026-08-22,399,2,326.21,652.42,Completed,2026-08-22
22731,4886,2026-02-23,72,1,440.74,440.74,Completed,2026-03-09
22732,8678,2025-05-21,410,4,26.75,107.00,Completed,2025-06-03
22733,8116,2026-08-23,417,5,223.39,1116.95,Completed,2026-09-03
22734,8340,2024-02-05,53,2,369.45,738.90,Completed,2024-02-05
22735,7116,2026-08-12,280,3,209.20,627.60,Completed,2026-08-15
22736,8868,2025-06-04,142,3,328.24,984.72,Completed,2025-06-17
22737,7721,2025-09-02,269,5,194.80,974.00,Completed,2025-09-16
22738,1418,2026-01-30,107,4,286.73,1146.92,Completed,2026-02-06
22739,4273,2026-07-08,66,1,51.48,51.48,Completed,2026-07-10
22740,7649,2026-06-17,362,1,365.93,365.93,Completed,2026-06-24
22741,9015,2023-12-06,75,3,203.22,609.66,Completed,2023-12-14
22742,1773,2023-11-04,172,1,364.20,364.20,Completed,2023-11-14
22743,9078,2023-11-23,472,2,161.27,322.54,Cancelled,
22744,8634,2025-11-07,434,1,122.40,122.40,Completed,2025-11-19
22745,3035,2026-07-31,222,1,109.15,109.15,Cancelled,
22746,3077,2026-03-18,420,1,301.26,301.26,Pending,2026-03-24
22747,5627,2026-03-22,71,1,492.23,492.23,Completed,2026-03-23
22748,4146,2023-12-17,421,1,451.43,451.43,Pending,
22749,2830,2025-11-24,208,10,367.31,3673.10,Cancelled,
22750,9081,2024-12-24,198,2,91.18,182.36,Completed,2024-12-24
22751,3574,2025-05-03,77,1,488.30,488.30,Completed,2025-05-05
22752,9849,2025-12-10,369,5,7.96,39.80,Completed,2025-12-17
22753,3907,2025-09-16,238,4,375.93,1503.72,Completed,2025-09-17
22754,7722,2026-08-21,68,1,179.96,179.96,Completed,2026-08-31
22755,883,2025-10-30,431,1,134.14,134.14,Pending,2025-10-30
22756,1807,2025-10-24,191,2,70.88,141.76,Completed,2025-10-30
22757,4296,2026-07-17,418,3,232.65,697.95,Pending,2026-07-19
22758,3503,2026-08-21,485,3,109.52,328.56,Completed,2026-09-02
22759,842,2026-08-23,268,2,147.32,294.64,Completed,2026-09-04
22760,1352,2026-02-22,396,3,491.77,1475.31,Pending,2026-02-28
22761,282,2026-02-15,436,4,375.51,1502.04,Completed,2026-02-28
22762,8472,2023-10-01,162,1,16.04,16.04,Completed,2023-10-06
22763,4492,2024-09-05,132,1,55.18,55.18,Completed,2024-09-05
22764,6738,2023-08-05,159,1,494.03,494.03,Completed,2023-08-12
22765,2320,2023-12-04,91,1,261.23,261.23,Pending,2023-12-06
22766,9566,2026-08-07,174,2,322.66,645.32,Completed,2026-08-16
22767,9127,2025-08-30,390,2,391.06,782.12,Completed,2025-08-31
22768,2619,2024-07-27,51,1,234.71,234.71,Completed,2024-07-27
22769,1305,2025-12-14,74,1,281.53,281.53,Cancelled,
22770,3363,2024-07-17,340,1,373.31,373.31,Completed,2024-07-26
22771,5636,2026-07-11,108,3,327.24,981.72,Cancelled,
22772,6665,2026-03-30,132,1,55.18,55.18,Completed,2026-04-06
22773,754,2025-10-30,227,1,84.62,84.62,Completed,2025-11-13
22774,1381,2023-08-29,470,1,364.04,364.04,Cancelled,
22775,3517,2023-11-27,54,4,76.13,304.52,Completed,2023-12-04
22776,8701,2023-02-20,95,3,270.96,812.88,Completed,2023-02-24
22777,9230,2023-07-08,442,8,241.61,1932.88,Pending,2023-07-12
22778,9829,2026-07-20,379,1,359.72,359.72,Completed,2026-07-24
22779,671,2026-07-03,324,8,264.13,2113.04,Completed,2026-07-09
22780,6151,2025-07-13,158,2,380.72,761.44,Pending,2025-07-13
22781,9828,2023-11-24,432,8,412.43,3299.44,Pending,2023-11-30
22782,7675,2025-11-29,161,2,223.56,447.12,Cancelled,
22783,3635,2026-07-25,491,1,85.02,85.02,Completed,2026-08-01
22784,9236,2025-10-10,498,1,399.86,399.86,Cancelled,
22785,5262,2026-08-17,463,1,326.88,326.88,Completed,2026-08-19
22786,5766,2026-03-09,318,5,332.85,1664.25,Cancelled,
22787,7097,2026-07-18,275,1,259.53,259.53,Completed,2026-07-23
22788,8684,2025-10-29,79,3,153.21,459.63,Completed,2025-11-07
22789,9901,2026-08-30,274,2,338.66,677.32,Completed,2026-09-11
22790,9515,2023-10-05,42,1,462.50,462.50,Cancelled,
22791,3647,2024-07-11,56,1,283.58,283.58,Completed,2024-07-12
22792,4440,2023-08-26,395,2,215.85,431.70,Completed,2023-09-08
22793,3635,2025-09-11,29,3,267.47,802.41,Completed,2025-09-19
22794,7086,2024-05-27,57,2,111.88,223.76,Pending,2024-06-03
22795,4479,2025-09-06,167,3,460.81,1382.43,Completed,2025-09-18
22796,3935,2024-12-20,425,2,369.54,739.08,Completed,2025-01-03
22797,2671,2026-08-06,426,3,66.98,200.94,Completed,2026-08-13
22798,5711,2025-11-13,347,1,136.70,136.70,Completed,2025-11-18
22799,6037,2026-05-21,244,2,301.24,602.48,Completed,2026-05-25
22800,4063,2026-04-26,215,2,321.99,643.98,Completed,2026-05-04
22801,7427,2024-05-15,481,4,422.03,1688.12,Completed,2024-05-24
22802,1461,2026-05-16,256,2,107.08,214.16,Completed,2026-05-17
22803,7634,2025-12-13,11,2,143.29,286.58,Completed,2025-12-26
22804,1090,2026-04-06,215,4,321.99,1287.96,Completed,2026-04-07
22805,3489,2026-04-18,50,1,413.07,413.07,Completed,2026-04-29
22806,2844,2024-06-07,135,1,284.60,284.60,Completed,2024-06-16
22807,5320,2026-04-11,207,4,402.76,1611.04,Completed,2026-04-22
22808,4903,2025-12-26,436,5,375.51,1877.55,Completed,2026-01-08
22809,4321,2026-08-27,332,1,418.22,418.22,Completed,2026-09-04
22810,2366,2026-03-18,68,3,179.96,539.88,Cancelled,
22811,9632,2023-02-06,409,10,165.37,1653.70,Pending,
22812,3152,2023-10-30,123,1,469.99,469.99,Completed,2023-11-09
22813,4393,2025-03-27,388,2,222.43,444.86,Completed,2025-03-30
22814,8597,2026-01-31,177,1,156.80,156.80,Completed,2026-02-03
22815,8892,2024-10-23,359,1,110.66,110.66,Pending,
22816,8637,2026-08-20,18,5,36.86,184.30,Completed,2026-08-31
22817,4114,2026-06-19,53,1,369.45,369.45,Completed,2026-07-01
22818,709,2024-03-01,362,1,365.93,365.93,Completed,2024-03-10
22819,3032,2025-10-30,391,1,144.80,144.80,Completed,2025-10-30
22820,9033,2024-12-23,7,8,34.46,275.68,Pending,
22821,8700,2025-03-10,495,1,145.61,145.61,Completed,2025-03-11
22822,2885,2024-07-07,330,1,77.82,77.82,Completed,2024-07-11
22823,469,2026-08-07,170,3,163.82,491.46,Completed,2026-08-13
22824,745,2025-01-28,151,4,430.47,1721.88,Completed,2025-02-05
22825,1219,2025-04-17,373,2,233.90,467.80,Completed,2025-04-29
22826,1664,2025-06-09,178,3,478.45,1435.35,Completed,2025-06-20
22827,213,2026-01-28,446,1,456.65,456.65,Completed,2026-02-10
22828,4609,2026-07-03,173,1,424.72,424.72,Completed,2026-07-13
22829,1198,2025-07-12,456,2,467.20,934.40,Pending,
22830,1277,2025-10-26,474,5,379.59,1897.95,Completed,2025-11-09
22831,7412,2026-02-09,414,1,361.87,361.87,Completed,2026-02-18
22832,457,2026-06-14,47,1,32.03,32.03,Completed,2026-06-25
22833,384,2026-08-06,163,1,179.67,179.67,Completed,2026-08-17
22834,8269,2026-06-03,472,4,161.27,645.08,Completed,2026-06-15
22835,1919,2025-07-02,243,5,433.17,2165.85,Completed,2025-07-02
22836,9873,2025-09-30,414,1,361.87,361.87,Completed,2025-10-13
22837,8873,2025-09-27,213,1,442.02,442.02,Completed,2025-10-08
22838,4896,2026-08-30,113,2,145.00,290.00,Completed,2026-09-08
22839,6941,2026-02-03,209,3,303.19,909.57,Completed,2026-02-17
22840,327,2025-03-17,199,3,92.36,277.08,Completed,2025-03-24
22841,6621,2025-11-19,239,2,50.74,101.48,Completed,2025-11-27
22842,911,2026-06-22,424,1,182.78,182.78,Completed,2026-06-29
22843,2632,2026-07-22,137,6,87.48,524.88,Completed,2026-07-29
22844,8179,2025-03-08,81,2,462.35,924.70,Completed,2025-03-14
22845,9966,2026-08-23,271,6,16.76,100.56,Completed,2026-08-27
22846,4506,2026-08-09,220,1,353.64,353.64,Completed,2026-08-14
22847,8384,2023-06-09,324,1,264.13,264.13,Completed,2023-06-15
22848,8847,2025-09-26,480,3,303.97,911.91,Completed,2025-09-29
22849,2620,2026-05-20,11,2,143.29,286.58,Pending,
22850,8908,2026-03-05,170,2,163.82,327.64,Completed,2026-03-12
22851,4845,2026-07-01,16,2,97.49,194.98,Completed,2026-07-08
22852,672,2025-03-21,345,3,222.45,667.35,Pending,
22853,796,2026-01-06,169,1,452.81,452.81,Completed,2026-01-07
22854,3293,2026-08-28,65,2,155.14,310.28,Completed,2026-08-31
22855,4752,2025-08-31,55,1,139.41,139.41,Completed,2025-09-02
22856,4246,2025-11-16,151,1,430.47,430.47,Pending,
22857,1412,2025-01-20,84,1,310.49,310.49,Completed,2025-01-29
22858,8974,2025-10-20,119,3,466.61,1399.83,Cancelled,
22859,8391,2025-01-24,454,6,436.76,2620.56,Completed,2025-02-02
22860,6667,2025-01-06,56,2,283.58,567.16,Completed,2025-01-14
22861,5139,2026-08-30,421,5,451.43,2257.15,Completed,2026-09-11
22862,3311,2024-02-22,4,6,465.61,2793.66,Pending,
22863,3853,2026-08-31,336,4,350.36,1401.44,Pending,
22864,7025,2026-07-15,405,1,479.28,479.28,Pending,2026-07-16
22865,5435,2024-04-07,50,1,413.07,413.07,Pending,
22866,9770,2025-10-25,262,2,87.69,175.38,Completed,2025-10-25
22867,7292,2026-08-12,430,1,56.40,56.40,Completed,2026-08-25
22868,6792,2025-10-23,237,6,122.08,732.48,Completed,2025-11-04
22869,7182,2026-01-30,96,1,23.66,23.66,Pending,2026-01-30
22870,7265,2025-12-17,110,1,322.85,322.85,Completed,2025-12-30
22871,5854,2023-06-20,382,4,150.85,603.40,Completed,2023-06-21
22872,3659,2025-04-16,131,6,144.28,865.68,Pending,
22873,9170,2026-03-26,406,3,447.72,1343.16,Completed,2026-03-27
22874,1278,2025-06-25,120,2,132.20,264.40,Completed,2025-07-09
22875,643,2026-07-14,360,1,424.57,424.57,Pending,
22876,2026,2025-03-20,133,3,157.69,473.07,Completed,2025-03-29
22877,7786,2024-01-14,107,1,286.73,286.73,Completed,2024-01-21
22878,212,2026-03-14,261,4,426.19,1704.76,Cancelled,
22879,3927,2025-05-02,407,3,349.65,1048.95,Completed,2025-05-10
22880,5008,2026-08-24,78,2,411.82,823.64,Completed,2026-08-27
22881,5476,2023-07-01,181,4,334.84,1339.36,Completed,2023-07-13
22882,8322,2026-03-12,275,3,259.53,778.59,Cancelled,
22883,4783,2024-02-03,33,2,146.39,292.78,Completed,2024-02-15
22884,1327,2026-02-11,370,3,47.77,143.31,Completed,2026-02-17
22885,2292,2026-04-01,342,4,435.88,1743.52,Completed,2026-04-03
22886,9276,2026-08-24,400,1,478.05,478.05,Completed,2026-08-28
22887,6996,2026-05-19,376,10,232.84,2328.40,Completed,2026-05-27
22888,4738,2026-05-28,241,4,247.64,990.56,Completed,2026-06-09
22889,2845,2024-03-15,481,1,422.03,422.03,Pending,2024-03-16
22890,6921,2025-08-26,16,3,97.49,292.47,Completed,2025-08-26
22891,5756,2025-02-19,34,1,165.24,165.24,Completed,2025-02-28
22892,6337,2026-05-22,128,2,168.64,337.28,Cancelled,
22893,8234,2026-07-29,204,2,269.19,538.38,Pending,2026-08-04
22894,3203,2025-04-13,493,6,499.57,2997.42,Completed,2025-04-20
22895,149,2025-07-29,305,4,106.27,425.08,Completed,2025-08-09
22896,5798,2026-08-20,116,2,429.28,858.56,Completed,2026-08-21
22897,3900,2026-04-06,142,1,328.24,328.24,Completed,2026-04-20
22898,7627,2026-06-11,113,3,145.00,435.00,Completed,2026-06-15
22899,8660,2026-01-01,192,2,248.82,497.64,Completed,2026-01-04
22900,7136,2025-06-01,163,1,179.67,179.67,Completed,2025-06-09
22901,9104,2023-07-27,122,3,71.87,215.61,Completed,2023-08-02
22902,8071,2024-06-05,496,1,71.83,71.83,Pending,
22903,355,2025-04-16,357,3,180.96,542.88,Completed,2025-04-28
22904,1236,2025-11-15,53,1,369.45,369.45,Completed,2025-11-29
22905,633,2026-04-18,415,4,390.70,1562.80,Completed,2026-04-24
22906,5576,2024-10-17,77,2,488.30,976.60,Completed,2024-10-28
22907,7855,2025-10-01,238,3,375.93,1127.79,Completed,2025-10-03
22908,457,2024-10-01,26,3,485.65,1456.95,Pending,2024-10-08
22909,2213,2023-07-28,57,1,111.88,111.88,Completed,2023-07-29
22910,3540,2026-06-25,391,5,144.80,724.00,Completed,2026-07-06
22911,8068,2026-08-30,192,2,248.82,497.64,Completed,2026-09-13
22912,3702,2025-06-16,252,3,445.38,1336.14,Completed,2025-06-24
22913,9461,2025-08-22,276,1,164.01,164.01,Pending,
22914,6067,2023-01-26,106,1,203.63,203.63,Completed,2023-02-03
22915,6112,2026-02-10,402,3,96.09,288.27,Completed,2026-02-14
22916,6036,2025-04-06,58,1,55.30,55.30,Completed,2025-04-14
22917,7042,2026-06-15,7,1,34.46,34.46,Cancelled,
22918,6892,2023-11-10,234,1,116.17,116.17,Completed,2023-11-10
22919,4289,2026-07-03,288,2,185.92,371.84,Completed,2026-07-08
22920,1488,2026-08-07,274,4,338.66,1354.64,Pending,2026-08-08
22921,1906,2025-04-05,451,3,35.27,105.81,Pending,2025-04-05
22922,7062,2024-11-15,2,1,363.40,363.40,Completed,2024-11-15
22923,3107,2024-07-23,239,1,50.74,50.74,Completed,2024-08-04
